;;;;2014,357143;2014,357143;2014,357143;2014,357143;2015,309524;2015,119048;2014,928571;2014,738095;2016,452381;2016,261905;2016,071429;2015,880952;2017;2017;2017;2017;2018;2018;2018;2018
CODIDISTR;NOMDISTR;CODIBARRIO;NOMBARRIO;1_trim;2_trim;3_trim;4_trim;1_trim;2_trim;3_trim;4_trim;1_trim;2_trim;3_trim;4_trim;1_trim;2_trim;3_trim;4_trim;1_trim;2_trim;3_trim;4_trim
9;Sant Andreu;57; la Trinitat Vella;461,1;407,26;419,12;400,76;383,6;465;449;455,9;422,4;483,2;459,8;552,8;497,84;434,91;532,33;535,92;589,02;598,29;597,93;564,56
9;Sant Andreu;58; Baro de Viver;264,4993608;231,4;238,1387025;227,7067819;303,8;362,9;230;259,0366351;242,3;277,1765152;256,4;308,2599391;394,2747445;339,4168581;272,6857461;304,5029907;494,2129868;501,9909135;501,688858;473,69
9;Sant Andreu;59; el Bon Pastor;488,14;476,31;503,93;514,58;504,3;526,1;577;539,3;472,4;588,2;558,4;555,1;622,82;647,69;653,72;576,97;658,63;687,55;693,69;696,06
9;Sant Andreu;60; Sant Andreu;581,16;573,12;593,22;557,1;586;609,6;631;622,9;624,8;663,3;658,5;690,6;708,6;728,09;744,73;751,95;744,82;752,66;777,06;782,15
9;Sant Andreu;61; la Sagrera;626,26;622,71;570,36;616,27;619,2;608,6;637;682,4;658,1;620;670,2;709,1;575,23;656,71;692,49;732,23;734,45;798,39;783,09;798,32
9;Sant Andreu;62; el Congros i els Indians;563,42;556,26;596,63;607,77;595,4;594,3;636;618,9;613,7;635,8;691,9;662,3;696,04;724,28;761,19;742,89;754,09;751,16;787,78;804,74
9;Sant Andreu;63; Navas;613,47;590,17;635,11;647,84;665,9;650,8;685;688,4;665,3;704,4;712,3;768,7;716,78;783,88;790,19;805,1;790,2;797,8;823,74;840,01
10;Sant Marti;64; el Camp de l'Arpa del Clot;580,09;592,63;604,83;615,61;615,5;624,2;669;660,7;659,6;690,8;715,5;720,4;756,57;765,74;797,7;789,59;785,88;806,97;827,45;851,58
10;Sant Marti;65; el Clot;604,85;641,11;607,62;643,75;618,6;637;673;672,1;645,4;688,9;708,8;728,9;774,97;740,91;775,27;777,21;774,32;815,82;815,1;835,55
10;Sant Marti;66; el Parc i la Llacuna del Poblenou;704,67;678,23;739,94;634,12;722,2;755,4;774;737,3;799,6;759,1;839,1;886,7;850,73;907,14;905,24;916,33;916,31;1198,77;897,67;938,59
10;Sant Marti;67; la Vila Olompica del Poblenou;926,43;988,89;1121,06;991,06;1093,1;1116,3;1173;1015,1;1136;1151,5;1142,8;1285,6;1108,37;1345,63;1189,26;1349,82;1272,26;1288,91;1284,3;1292,23
10;Sant Marti;68; el Poblenou;663,93;644,01;652,23;658,01;682,8;711,5;764;773,5;719,1;785,1;828,6;840,8;868,9;899,89;917,87;911,12;913,29;960,99;1006,81;970,64
10;Sant Marti;69; Diagonal Mar i el Front Marotim del Poblenou;866,7;817,93;896,42;1130,29;914,8;981,9;1023;1211;1004,5;1116,1;1268,5;1181,2;1148,2;965,36;1093,34;1233,01;1164,84;1371,14;818,55;1307,79
10;Sant Marti;70; el Besos i el Maresme;516,9;480,69;423,45;504,19;512,9;506;516;492,1;506,7;521,1;556,5;571,6;588,9;606,61;625,13;621,32;682,32;649,17;699,06;711,67
10;Sant Marti;71; Proven̤als del Poblenou;635,7;643,46;630,29;649,21;612,1;670,4;679;685,3;758,8;727,8;856,6;987,2;999,62;941,16;933,9;864,09;957,02;913,66;928,02;999,63
10;Sant Marti;72; Sant Marto de Proven̤als;643,66;641,75;614,55;636,3;662,3;697,3;672;666,8;688,5;679,3;716,2;720,7;742,06;750,71;776,09;790,58;751,48;797,54;803,49;823,46
10;Sant Marti;73; la Verneda i la Pau;568,68;569,14;569,84;552,58;609,2;595,4;633;602,2;597,9;613,2;617;591,9;677,91;671,87;711,99;692,67;715,37;719,55;767,1;756,1
